id,book,text,predicted_author
Deu6_25,Deu," And it shall be our righteousness, if we observe to do all these commandments before the LORD our God, as he hath commanded us.",0
Deu7_1,Deu," When the LORD thy God shall bring thee into the land whither thou goest to possess it, and hath cast out many nations before thee, the Hittites, and the Girgashites, and the Amorites, and the Canaanites, and the Perizzites, and the Hivites, and the Jebusites, seven nations greater and mightier than thou;",1
Deu7_2,Deu," And when the LORD thy God shall deliver them before thee; thou shalt smite them, [and] utterly destroy them; thou shalt make no covenant with them, nor shew mercy unto them:",1
Deu7_3,Deu," Neither shalt thou make marriages with them; thy daughter thou shalt not give unto his son, nor his daughter shalt thou take unto thy son.",0
Deu7_4,Deu," For they will turn away thy son from following me, that they may serve other gods: so will the anger of the LORD be kindled against you, and destroy thee suddenly.",0
Deu7_5,Deu," But thus shall ye deal with them; ye shall destroy their altars, and break down their images, and cut down their groves, and burn their graven images with fire.",0
Deu7_6,Deu," For thou [art] an holy people unto the LORD thy God: the LORD thy God hath chosen thee to be a special people unto himself, above all people that [are] upon the face of the earth.",0
Deu7_7,Deu," The LORD did not set his love upon you, nor choose you, because ye were more in number than any people; for ye [were] the fewest of all people:",1
Deu7_8,Deu," But because the LORD loved you, and because he would keep the oath which he had sworn unto your fathers, hath the LORD brought you out with a mighty hand, and redeemed you out of the house of bondmen, from the hand of Pharaoh king of Egypt.",0
Deu7_9,Deu," Know therefore that the LORD thy God, he [is] God, the faithful God, which keepeth covenant and mercy with them that love him and keep his commandments to a thousand generations;",0
Deu7_10,Deu," And repayeth them that hate him to their face, to destroy them: he will not be slack to him that hateth him, he will repay him to his face.",0
Deu7_11,Deu," Thou shalt therefore keep the commandments, and the statutes, and the judgments, which I command thee this day, to do them.",0
Deu7_12,Deu," Wherefore it shall come to pass, if ye hearken to these judgments, and keep, and do them, that the LORD thy God shall keep unto thee the covenant and the mercy which he sware unto thy fathers:",1
Deu7_13,Deu," And he will love thee, and bless thee, and multiply thee: he will also bless the fruit of thy womb, and the fruit of thy land, thy corn, and thy wine, and thine oil, the increase of thy kine, and the flocks of thy sheep, in the land which he sware unto thy fathers to give thee.",0
Deu7_14,Deu," Thou shalt be blessed above all people: there shall not be male or female barren among you, or among your cattle.",0
Deu7_15,Deu," And the LORD will take away from thee all sickness, and will put none of the evil diseases of Egypt, which thou knowest, upon thee; but will lay them upon all [them] that hate thee.",0
Deu7_16,Deu, And thou shalt consume all the people which the LORD thy God shall deliver thee; thine eye shall have no pity upon them: neither shalt thou serve their gods; for that [will be] a snare unto thee.,0
Deu7_17,Deu," If thou shalt say in thine heart, These nations [are] more than I; how can I dispossess them?",0
Deu7_18,Deu," Thou shalt not be afraid of them: [but] shalt well remember what the LORD thy God did unto Pharaoh, and unto all Egypt;",1
Deu7_19,Deu," The great temptations which thine eyes saw, and the signs, and the wonders, and the mighty hand, and the stretched out arm, whereby the LORD thy God brought thee out: so shall the LORD thy God do unto all the people of whom thou art afraid.",0
Deu7_20,Deu," Moreover the LORD thy God will send the hornet among them, until they that are left, and hide themselves from thee, be destroyed.",0
Deu7_21,Deu," Thou shalt not be affrighted at them: for the LORD thy God [is] among you, a mighty God and terrible.",0
Deu7_22,Deu," And the LORD thy God will put out those nations before thee by little and little: thou mayest not consume them at once, lest the beasts of the field increase upon thee.",0
Deu7_23,Deu," But the LORD thy God shall deliver them unto thee, and shall destroy them with a mighty destruction, until they be destroyed.",0
Deu7_24,Deu," And he shall deliver their kings into thine hand, and thou shalt destroy their name from under heaven: there shall no man be able to stand before thee, until thou have destroyed them.",0
Deu7_25,Deu," The graven images of their gods shall ye burn with fire: thou shalt not desire the silver or gold [that is] on them, nor take [it] unto thee, lest thou be snared therein: for it [is] an abomination to the LORD thy God.",0
Deu7_26,Deu," Neither shalt thou bring an abomination into thine house, lest thou be a cursed thing like it: [but] thou shalt utterly detest it, and thou shalt utterly abhor it; for it [is] a cursed thing.",0
Deu8_1,Deu," All the commandments which I command thee this day shall ye observe to do, that ye may live, and multiply, and go in and possess the land which the LORD sware unto your fathers.",0
Deu8_2,Deu," And thou shalt remember all the way which the LORD thy God led thee these forty years in the wilderness, to humble thee, [and] to prove thee, to know what [was] in thine heart, whether thou wouldest keep his commandments, or no.",0
Deu8_3,Deu," And he humbled thee, and suffered thee to hunger, and fed thee with manna, which thou knewest not, neither did thy fathers know; that he might make thee know that man doth not live by bread only, but by every [word] that proceedeth out of the mouth of the LORD doth man live.",1
Deu8_4,Deu," Thy raiment waxed not old upon thee, neither did thy foot swell, these forty years.",0
Deu8_5,Deu," Thou shalt also consider in thine heart, that, as a man chasteneth his son, [so] the LORD thy God chasteneth thee.",0
Deu8_6,Deu," Therefore thou shalt keep the commandments of the LORD thy God, to walk in his ways, and to fear him.",0
Deu8_7,Deu," For the LORD thy God bringeth thee into a good land, a land of brooks of water, of fountains and depths that spring out of valleys and hills;",1
Deu8_8,Deu," A land of wheat, and barley, and vines, and fig trees, and pomegranates; a land of oil olive, and honey;",1
Deu8_9,Deu," A land wherein thou shalt eat bread without scarceness, thou shalt not lack any [thing] in it; a land whose stones [are] iron, and out of whose hills thou mayest dig brass.",0
Deu8_10,Deu," When thou hast eaten and art full, then thou shalt bless the LORD thy God for the good land which he hath given thee.",0
Deu8_11,Deu," Beware that thou forget not the LORD thy God, in not keeping his commandments, and his judgments, and his statutes, which I command thee this day:",0
Deu8_12,Deu," Lest [when] thou hast eaten and art full, and hast built goodly houses, and dwelt [therein];",1
Deu8_13,Deu," And [when] thy herds and thy flocks multiply, and thy silver and thy gold is multiplied, and all that thou hast is multiplied;",1
Deu8_14,Deu," Then thine heart be lifted up, and thou forget the LORD thy God, which brought thee forth out of the land of Egypt, from the house of bondage;",1
Deu8_15,Deu," Who led thee through that great and terrible wilderness, [wherein were] fiery serpents, and scorpions, and drought, where [there was] no water; who brought thee forth water out of the rock of flint;",1
Deu8_16,Deu," Who fed thee in the wilderness with manna, which thy fathers knew not, that he might humble thee, and that he might prove thee, to do thee good at thy latter end;",1
Deu8_17,Deu," And thou say in thine heart, My power and the might of [mine] hand hath gotten me this wealth.",0
Deu8_18,Deu," But thou shalt remember the LORD thy God: for [it is] he that giveth thee power to get wealth, that he may establish his covenant which he sware unto thy fathers, as [it is] this day.",0
Deu8_19,Deu," And it shall be, if thou do at all forget the LORD thy God, and walk after other gods, and serve them, and worship them, I testify against you this day that ye shall surely perish.",0
Deu8_20,Deu," As the nations which the LORD destroyeth before your face, so shall ye perish; because ye would not be obedient unto the voice of the LORD your God.",0
Deu9_1,Deu," Hear, O Israel: Thou [art] to pass over Jordan this day, to go in to possess nations greater and mightier than thyself, cities great and fenced up to heaven,",0
Deu9_2,Deu," A people great and tall, the children of the Anakims, whom thou knowest, and [of whom] thou hast heard [say], Who can stand before the children of Anak!",0
Deu9_3,Deu," Understand therefore this day, that the LORD thy God [is] he which goeth over before thee; [as] a consuming fire he shall destroy them, and he shall bring them down before thy face: so shalt thou drive them out, and destroy them quickly, as the LORD hath said unto thee.",0
Deu9_4,Deu," Speak not thou in thine heart, after that the LORD thy God hath cast them out from before thee, saying, For my righteousness the LORD hath brought me in to possess this land: but for the wickedness of these nations the LORD doth drive them out from before thee.",0
Deu9_5,Deu," Not for thy righteousness, or for the uprightness of thine heart, dost thou go to possess their land: but for the wickedness of these nations the LORD thy God doth drive them out from before thee, and that he may perform the word which the LORD sware unto thy fathers, Abraham, Isaac, and Jacob.",0
Deu9_6,Deu," Understand therefore, that the LORD thy God giveth thee not this good land to possess it for thy righteousness; for thou [art] a stiffnecked people.",0
Deu9_7,Deu," Remember, [and] forget not, how thou provokedst the LORD thy God to wrath in the wilderness: from the day that thou didst depart out of the land of Egypt, until ye came unto this place, ye have been rebellious against the LORD.",0
Deu9_8,Deu," Also in Horeb ye provoked the LORD to wrath, so that the LORD was angry with you to have destroyed you.",0
Deu9_9,Deu," When I was gone up into the mount to receive the tables of stone, [even] the tables of the covenant which the LORD made with you, then I abode in the mount forty days and forty nights, I neither did eat bread nor drink water:",1
Deu9_10,Deu," And the LORD delivered unto me two tables of stone written with the finger of God; and on them [was written] according to all the words, which the LORD spake with you in the mount out of the midst of the fire in the day of the assembly.",0
Deu9_11,Deu," And it came to pass at the end of forty days and forty nights, [that] the LORD gave me the two tables of stone, [even] the tables of the covenant.",0
Deu9_12,Deu," And the LORD said unto me, Arise, get thee down quickly from hence; for thy people which thou hast brought forth out of Egypt have corrupted [themselves]; they are quickly turned aside out of the way which I commanded them; they have made them a molten image.",0
Deu9_13,Deu," Furthermore the LORD spake unto me, saying, I have seen this people, and, behold, it [is] a stiffnecked people:",0
Deu9_14,Deu," Let me alone, that I may destroy them, and blot out their name from under heaven: and I will make of thee a nation mightier and greater than they.",0
Deu9_15,Deu," So I turned and came down from the mount, and the mount burned with fire: and the two tables of the covenant [were] in my two hands.",0
Deu9_16,Deu," And I looked, and, behold, ye had sinned against the LORD your God, [and] had made you a molten calf: ye had turned aside quickly out of the way which the LORD had commanded you.",0
Deu9_17,Deu," And I took the two tables, and cast them out of my two hands, and brake them before your eyes.",0
Deu9_18,Deu," And I fell down before the LORD, as at the first, forty days and forty nights: I did neither eat bread, nor drink water, because of all your sins which ye sinned, in doing wickedly in the sight of the LORD, to provoke him to anger.",0
Deu9_19,Deu," For I was afraid of the anger and hot displeasure, wherewith the LORD was wroth against you to destroy you. But the LORD hearkened unto me at that time also.",0
Deu9_20,Deu, And the LORD was very angry with Aaron to have destroyed him: and I prayed for Aaron also the same time.,0
Deu9_21,Deu," And I took your sin, the calf which ye had made, and burnt it with fire, and stamped it, [and] ground [it] very small, [even] until it was as small as dust: and I cast the dust thereof into the brook that descended out of the mount.",0
Deu9_22,Deu," And at Taberah, and at Massah, and at Kibrothhattaavah, ye provoked the LORD to wrath.",0
Deu9_23,Deu," Likewise when the LORD sent you from Kadeshbarnea, saying, Go up and possess the land which I have given you; then ye rebelled against the commandment of the LORD your God, and ye believed him not, nor hearkened to his voice.",0
Deu9_24,Deu, Ye have been rebellious against the LORD from the day that I knew you.,0
Deu9_25,Deu," Thus I fell down before the LORD forty days and forty nights, as I fell down [at the first]; because the LORD had said he would destroy you.",0
Deu9_26,Deu," I prayed therefore unto the LORD, and said, O Lord GOD, destroy not thy people and thine inheritance, which thou hast redeemed through thy greatness, which thou hast brought forth out of Egypt with a mighty hand.",0
Deu9_27,Deu," Remember thy servants, Abraham, Isaac, and Jacob; look not unto the stubbornness of this people, nor to their wickedness, nor to their sin:",0
Deu9_28,Deu," Lest the land whence thou broughtest us out say, Because the LORD was not able to bring them into the land which he promised them, and because he hated them, he hath brought them out to slay them in the wilderness.",0
Deu9_29,Deu," Yet they [are] thy people and thine inheritance, which thou broughtest out by thy mighty power and by thy stretched out arm.",0
Deu10_1,Deu," At that time the LORD said unto me, Hew thee two tables of stone like unto the first, and come up unto me into the mount, and make thee an ark of wood.",0
Deu10_2,Deu," And I will write on the tables the words that were in the first tables which thou brakest, and thou shalt put them in the ark.",0
Deu10_3,Deu," And I made an ark [of] shittim wood, and hewed two tables of stone like unto the first, and went up into the mount, having the two tables in mine hand.",0
Deu10_4,Deu," And he wrote on the tables, according to the first writing, the ten commandments, which the LORD spake unto you in the mount out of the midst of the fire in the day of the assembly: and the LORD gave them unto me.",0
Deu10_5,Deu," And I turned myself and came down from the mount, and put the tables in the ark which I had made; and there they be, as the LORD commanded me.",0
Deu10_6,Deu," And the children of Israel took their journey from Beeroth of the children of Jaakan to Mosera: there Aaron died, and there he was buried; and Eleazar his son ministered in the priest's office in his stead.",0
Deu10_7,Deu," From thence they journeyed unto Gudgodah; and from Gudgodah to Jotbath, a land of rivers of waters.",0
Deu10_8,Deu," At that time the LORD separated the tribe of Levi, to bear the ark of the covenant of the LORD, to stand before the LORD to minister unto him, and to bless in his name, unto this day.",0
Deu10_9,Deu," Wherefore Levi hath no part nor inheritance with his brethren; the LORD [is] his inheritance, according as the LORD thy God promised him.",0
Deu10_10,Deu," And I stayed in the mount, according to the first time, forty days and forty nights; and the LORD hearkened unto me at that time also, [and] the LORD would not destroy thee.",0
Deu10_11,Deu," And the LORD said unto me, Arise, take [thy] journey before the people, that they may go in and possess the land, which I sware unto their fathers to give unto them.",0
Deu10_12,Deu," And now, Israel, what doth the LORD thy God require of thee, but to fear the LORD thy God, to walk in all his ways, and to love him, and to serve the LORD thy God with all thy heart and with all thy soul,",0
Deu10_13,Deu," To keep the commandments of the LORD, and his statutes, which I command thee this day for thy good?",0
Deu10_14,Deu," Behold, the heaven and the heaven of heavens [is] the LORD'S thy God, the earth [also], with all that therein [is].",0
Deu10_15,Deu," Only the LORD had a delight in thy fathers to love them, and he chose their seed after them, [even] you above all people, as [it is] this day.",0
Deu10_16,Deu," Circumcise therefore the foreskin of your heart, and be no more stiffnecked.",0
Deu10_17,Deu," For the LORD your God [is] God of gods, and Lord of lords, a great God, a mighty, and a terrible, which regardeth not persons, nor taketh reward:",0
Deu10_18,Deu," He doth execute the judgment of the fatherless and widow, and loveth the stranger, in giving him food and raiment.",0
Deu10_19,Deu, Love ye therefore the stranger: for ye were strangers in the land of Egypt.,0
Deu10_20,Deu," Thou shalt fear the LORD thy God; him shalt thou serve, and to him shalt thou cleave, and swear by his name.",0
Deu10_21,Deu," He [is] thy praise, and he [is] thy God, that hath done for thee these great and terrible things, which thine eyes have seen.",0
Deu10_22,Deu, Thy fathers went down into Egypt with threescore and ten persons; and now the LORD thy God hath made thee as the stars of heaven for multitude.,0
Deu11_1,Deu," Therefore thou shalt love the LORD thy God, and keep his charge, and his statutes, and his judgments, and his commandments, alway.",0
Deu11_2,Deu," And know ye this day: for [I speak] not with your children which have not known, and which have not seen the chastisement of the LORD your God, his greatness, his mighty hand, and his stretched out arm,",0
Deu11_3,Deu," And his miracles, and his acts, which he did in the midst of Egypt unto Pharaoh the king of Egypt, and unto all his land;",1
Deu11_4,Deu," And what he did unto the army of Egypt, unto their horses, and to their chariots; how he made the water of the Red sea to overflow them as they pursued after you, and [how] the LORD hath destroyed them unto this day;",1
Deu11_5,Deu," And what he did unto you in the wilderness, until ye came into this place;",1
Deu11_6,Deu," And what he did unto Dathan and Abiram, the sons of Eliab, the son of Reuben: how the earth opened her mouth, and swallowed them up, and their households, and their tents, and all the substance that [was] in their possession, in the midst of all Israel:",1
Deu11_7,Deu, But your eyes have seen all the great acts of the LORD which he did.,0
Deu11_8,Deu," Therefore shall ye keep all the commandments which I command you this day, that ye may be strong, and go in and possess the land, whither ye go to possess it;",1
Deu11_9,Deu," And that ye may prolong [your] days in the land, which the LORD sware unto your fathers to give unto them and to their seed, a land that floweth with milk and honey.",0
Deu11_10,Deu," For the land, whither thou goest in to possess it, [is] not as the land of Egypt, from whence ye came out, where thou sowedst thy seed, and wateredst [it] with thy foot, as a garden of herbs:",1
Deu11_11,Deu," But the land, whither ye go to possess it, [is] a land of hills and valleys, [and] drinketh water of the rain of heaven:",1
Deu11_12,Deu," A land which the LORD thy God careth for: the eyes of the LORD thy God [are] always upon it, from the beginning of the year even unto the end of the year.",0
Deu11_13,Deu," And it shall come to pass, if ye shall hearken diligently unto my commandments which I command you this day, to love the LORD your God, and to serve him with all your heart and with all your soul,",0
Deu11_14,Deu," That I will give [you] the rain of your land in his due season, the first rain and the latter rain, that thou mayest gather in thy corn, and thy wine, and thine oil.",0
Deu11_15,Deu," And I will send grass in thy fields for thy cattle, that thou mayest eat and be full.",0
Deu11_16,Deu," Take heed to yourselves, that your heart be not deceived, and ye turn aside, and serve other gods, and worship them;",0
Deu11_17,Deu," And [then] the LORD'S wrath be kindled against you, and he shut up the heaven, that there be no rain, and that the land yield not her fruit; and [lest] ye perish quickly from off the good land which the LORD giveth you.",0
Deu11_18,Deu," Therefore shall ye lay up these my words in your heart and in your soul, and bind them for a sign upon your hand, that they may be as frontlets between your eyes.",0
Deu11_19,Deu," And ye shall teach them your children, speaking of them when thou sittest in thine house, and when thou walkest by the way, when thou liest down, and when thou risest up.",0
Deu11_20,Deu," And thou shalt write them upon the door posts of thine house, and upon thy gates:",0
Deu11_21,Deu," That your days may be multiplied, and the days of your children, in the land which the LORD sware unto your fathers to give them, as the days of heaven upon the earth.",0
Deu11_22,Deu," For if ye shall diligently keep all these commandments which I command you, to do them, to love the LORD your God, to walk in all his ways, and to cleave unto him;",1
Deu11_23,Deu," Then will the LORD drive out all these nations from before you, and ye shall possess greater nations and mightier than yourselves.",0
Deu11_24,Deu," Every place whereon the soles of your feet shall tread shall be yours: from the wilderness and Lebanon, from the river, the river Euphrates, even unto the uttermost sea shall your coast be.",0
Deu11_25,Deu," There shall no man be able to stand before you: [for] the LORD your God shall lay the fear of you and the dread of you upon all the land that ye shall tread upon, as he hath said unto you.",0
Deu11_26,Deu," Behold, I set before you this day a blessing and a curse;",0
Deu11_27,Deu," A blessing, if ye obey the commandments of the LORD your God, which I command you this day:",0
Deu11_28,Deu," And a curse, if ye will not obey the commandments of the LORD your God, but turn aside out of the way which I command you this day, to go after other gods, which ye have not known.",0
Deu11_29,Deu," And it shall come to pass, when the LORD thy God hath brought thee in unto the land whither thou goest to possess it, that thou shalt put the blessing upon mount Gerizim, and the curse upon mount Ebal.",0
Deu11_30,Deu," [Are] they not on the other side Jordan, by the way where the sun goeth down, in the land of the Canaanites, which dwell in the champaign over against Gilgal, beside the plains of Moreh?",0
Deu11_31,Deu," For ye shall pass over Jordan to go in to possess the land which the LORD your God giveth you, and ye shall possess it, and dwell therein.",0
Deu11_32,Deu, And ye shall observe to do all the statutes and judgments which I set before you this day.,0
Deu12_1,Deu," These [are] the statutes and judgments, which ye shall observe to do in the land, which the LORD God of thy fathers giveth thee to possess it, all the days that ye live upon the earth.",0
Deu12_2,Deu," Ye shall utterly destroy all the places, wherein the nations which ye shall possess served their gods, upon the high mountains, and upon the hills, and under every green tree:",0
Deu12_3,Deu," And ye shall overthrow their altars, and break their pillars, and burn their groves with fire; and ye shall hew down the graven images of their gods, and destroy the names of them out of that place.",0
Deu12_4,Deu, Ye shall not do so unto the LORD your God.,0
Deu12_5,Deu," But unto the place which the LORD your God shall choose out of all your tribes to put his name there, [even] unto his habitation shall ye seek, and thither thou shalt come:",1
Deu12_6,Deu," And thither ye shall bring your burnt offerings, and your sacrifices, and your tithes, and heave offerings of your hand, and your vows, and your freewill offerings, and the firstlings of your herds and of your flocks:",1
Deu12_7,Deu," And there ye shall eat before the LORD your God, and ye shall rejoice in all that ye put your hand unto, ye and your households, wherein the LORD thy God hath blessed thee.",0
Deu12_8,Deu," Ye shall not do after all [the things] that we do here this day, every man whatsoever [is] right in his own eyes.",0
Deu12_9,Deu," For ye are not as yet come to the rest and to the inheritance, which the LORD your God giveth you.",0
Deu12_10,Deu," But [when] ye go over Jordan, and dwell in the land which the LORD your God giveth you to inherit, and [when] he giveth you rest from all your enemies round about, so that ye dwell in safety;",1
Deu12_11,Deu," Then there shall be a place which the LORD your God shall choose to cause his name to dwell there; thither shall ye bring all that I command you; your burnt offerings, and your sacrifices, your tithes, and the heave offering of your hand, and all your choice vows which ye vow unto the LORD:",1
Deu12_12,Deu," And ye shall rejoice before the LORD your God, ye, and your sons, and your daughters, and your menservants, and your maidservants, and the Levite that [is] within your gates; forasmuch as he hath no part nor inheritance with you.",0
Deu12_13,Deu, Take heed to thyself that thou offer not thy burnt offerings in every place that thou seest:,0
Deu12_14,Deu," But in the place which the LORD shall choose in one of thy tribes, there thou shalt offer thy burnt offerings, and there thou shalt do all that I command thee.",0
Deu12_15,Deu," Notwithstanding thou mayest kill and eat flesh in all thy gates, whatsoever thy soul lusteth after, according to the blessing of the LORD thy God which he hath given thee: the unclean and the clean may eat thereof, as of the roebuck, and as of the hart.",0
Deu12_16,Deu, Only ye shall not eat the blood; ye shall pour it upon the earth as water.,0
Deu12_17,Deu," Thou mayest not eat within thy gates the tithe of thy corn, or of thy wine, or of thy oil, or the firstlings of thy herds or of thy flock, nor any of thy vows which thou vowest, nor thy freewill offerings, or heave offering of thine hand:",0
Deu12_18,Deu," But thou must eat them before the LORD thy God in the place which the LORD thy God shall choose, thou, and thy son, and thy daughter, and thy manservant, and thy maidservant, and the Levite that [is] within thy gates: and thou shalt rejoice before the LORD thy God in all that thou puttest thine hands unto.",0
Deu12_19,Deu, Take heed to thyself that thou forsake not the Levite as long as thou livest upon the earth.,0
Deu12_20,Deu," When the LORD thy God shall enlarge thy border, as he hath promised thee, and thou shalt say, I will eat flesh, because thy soul longeth to eat flesh; thou mayest eat flesh, whatsoever thy soul lusteth after.",0
Deu12_21,Deu," If the place which the LORD thy God hath chosen to put his name there be too far from thee, then thou shalt kill of thy herd and of thy flock, which the LORD hath given thee, as I have commanded thee, and thou shalt eat in thy gates whatsoever thy soul lusteth after.",0
Deu12_22,Deu," Even as the roebuck and the hart is eaten, so thou shalt eat them: the unclean and the clean shall eat [of] them alike.",0
Deu12_23,Deu, Only be sure that thou eat not the blood: for the blood [is] the life; and thou mayest not eat the life with the flesh.,0
Deu12_24,Deu, Thou shalt not eat it; thou shalt pour it upon the earth as water.,0
Deu12_25,Deu," Thou shalt not eat it; that it may go well with thee, and with thy children after thee, when thou shalt do [that which is] right in the sight of the LORD.",0
Deu12_26,Deu," Only thy holy things which thou hast, and thy vows, thou shalt take, and go unto the place which the LORD shall choose:",0
Deu12_27,Deu," And thou shalt offer thy burnt offerings, the flesh and the blood, upon the altar of the LORD thy God: and the blood of thy sacrifices shall be poured out upon the altar of the LORD thy God, and thou shalt eat the flesh.",0
Deu12_28,Deu," Observe and hear all these words which I command thee, that it may go well with thee, and with thy children after thee for ever, when thou doest [that which is] good and right in the sight of the LORD thy God.",0
Deu12_29,Deu," When the LORD thy God shall cut off the nations from before thee, whither thou goest to possess them, and thou succeedest them, and dwellest in their land;",1
Deu12_30,Deu," Take heed to thyself that thou be not snared by following them, after that they be destroyed from before thee; and that thou enquire not after their gods, saying, How did these nations serve their gods? even so will I do likewise.",0
Deu12_31,Deu," Thou shalt not do so unto the LORD thy God: for every abomination to the LORD, which he hateth, have they done unto their gods; for even their sons and their daughters they have burnt in the fire to their gods.",0
Deu12_32,Deu," What thing soever I command you, observe to do it: thou shalt not add thereto, nor diminish from it.",0
Deu13_1,Deu," If there arise among you a prophet, or a dreamer of dreams, and giveth thee a sign or a wonder,",0
Deu13_2,Deu," And the sign or the wonder come to pass, whereof he spake unto thee, saying, Let us go after other gods, which thou hast not known, and let us serve them;",1
Deu13_3,Deu," Thou shalt not hearken unto the words of that prophet, or that dreamer of dreams: for the LORD your God proveth you, to know whether ye love the LORD your God with all your heart and with all your soul.",0
Deu13_4,Deu," Ye shall walk after the LORD your God, and fear him, and keep his commandments, and obey his voice, and ye shall serve him, and cleave unto him.",0
Deu13_5,Deu," And that prophet, or that dreamer of dreams, shall be put to death; because he hath spoken to turn [you] away from the LORD your God, which brought you out of the land of Egypt, and redeemed you out of the house of bondage, to thrust thee out of the way which the LORD thy God commanded thee to walk in. So shalt thou put the evil away from the midst of thee.",0
Deu13_6,Deu," If thy brother, the son of thy mother, or thy son, or thy daughter, or the wife of thy bosom, or thy friend, which [is] as thine own soul, entice thee secretly, saying, Let us go and serve other gods, which thou hast not known, thou, nor thy fathers;",1
Deu13_7,Deu," [Namely], of the gods of the people which [are] round about you, nigh unto thee, or far off from thee, from the [one] end of the earth even unto the [other] end of the earth;",1
Deu13_8,Deu," Thou shalt not consent unto him, nor hearken unto him; neither shall thine eye pity him, neither shalt thou spare, neither shalt thou conceal him:",1
Deu13_9,Deu," But thou shalt surely kill him; thine hand shall be first upon him to put him to death, and afterwards the hand of all the people.",0
Deu13_10,Deu," And thou shalt stone him with stones, that he die; because he hath sought to thrust thee away from the LORD thy God, which brought thee out of the land of Egypt, from the house of bondage.",0
Deu13_11,Deu," And all Israel shall hear, and fear, and shall do no more any such wickedness as this is among you.",0
Deu13_12,Deu," If thou shalt hear [say] in one of thy cities, which the LORD thy God hath given thee to dwell there, saying,",0
Deu13_13,Deu," [Certain] men, the children of Belial, are gone out from among you, and have withdrawn the inhabitants of their city, saying, Let us go and serve other gods, which ye have not known;",1
Deu13_14,Deu," Then shalt thou enquire, and make search, and ask diligently; and, behold, [if it be] truth, [and] the thing certain, [that] such abomination is wrought among you;",1
Deu13_15,Deu," Thou shalt surely smite the inhabitants of that city with the edge of the sword, destroying it utterly, and all that [is] therein, and the cattle thereof, with the edge of the sword.",0
Deu13_16,Deu," And thou shalt gather all the spoil of it into the midst of the street thereof, and shalt burn with fire the city, and all the spoil thereof every whit, for the LORD thy God: and it shall be an heap for ever; it shall not be built again.",0
Deu13_17,Deu," And there shall cleave nought of the cursed thing to thine hand: that the LORD may turn from the fierceness of his anger, and shew thee mercy, and have compassion upon thee, and multiply thee, as he hath sworn unto thy fathers;",1
Deu13_18,Deu," When thou shalt hearken to the voice of the LORD thy God, to keep all his commandments which I command thee this day, to do [that which is] right in the eyes of the LORD thy God.",0
Deu14_1,Deu," Ye [are] the children of the LORD your God: ye shall not cut yourselves, nor make any baldness between your eyes for the dead.",0
Deu14_2,Deu," For thou [art] an holy people unto the LORD thy God, and the LORD hath chosen thee to be a peculiar people unto himself, above all the nations that [are] upon the earth.",0
Deu14_3,Deu, Thou shalt not eat any abominable thing.,0
Deu14_4,Deu," These [are] the beasts which ye shall eat: the ox, the sheep, and the goat,",0
Deu14_5,Deu," The hart, and the roebuck, and the fallow deer, and the wild goat, and the pygarg, and the wild ox, and the chamois.",0
Deu14_6,Deu," And every beast that parteth the hoof, and cleaveth the cleft into two claws, [and] cheweth the cud among the beasts, that ye shall eat.",0
Deu14_7,Deu," Nevertheless these ye shall not eat of them that chew the cud, or of them that divide the cloven hoof; [as] the camel, and the hare, and the coney: for they chew the cud, but divide not the hoof; [therefore] they [are] unclean unto you.",0
Deu14_8,Deu," And the swine, because it divideth the hoof, yet cheweth not the cud, it [is] unclean unto you: ye shall not eat of their flesh, nor touch their dead carcase.",0
Deu14_9,Deu, These ye shall eat of all that [are] in the waters: all that have fins and scales shall ye eat:,1
Deu14_10,Deu, And whatsoever hath not fins and scales ye may not eat; it [is] unclean unto you.,0
Deu14_11,Deu, [Of] all clean birds ye shall eat.,0
Deu14_12,Deu," But these [are they] of which ye shall not eat: the eagle, and the ossifrage, and the ospray,",0
Deu14_13,Deu," And the glede, and the kite, and the vulture after his kind,",0
Deu14_14,Deu," And every raven after his kind,",0
Deu14_15,Deu," And the owl, and the night hawk, and the cuckow, and the hawk after his kind,",0
Deu14_16,Deu," The little owl, and the great owl, and the swan,",0
Deu14_17,Deu," And the pelican, and the gier eagle, and the cormorant,",0
Deu14_18,Deu," And the stork, and the heron after her kind, and the lapwing, and the bat.",0
Deu14_19,Deu, And every creeping thing that flieth [is] unclean unto you: they shall not be eaten.,0
Deu14_20,Deu, [But of] all clean fowls ye may eat.,0
Deu14_21,Deu," Ye shall not eat [of] any thing that dieth of itself: thou shalt give it unto the stranger that [is] in thy gates, that he may eat it; or thou mayest sell it unto an alien: for thou [art] an holy people unto the LORD thy God. Thou shalt not seethe a kid in his mother's milk.",0
Deu14_22,Deu," Thou shalt truly tithe all the increase of thy seed, that the field bringeth forth year by year.",0
Deu14_23,Deu," And thou shalt eat before the LORD thy God, in the place which he shall choose to place his name there, the tithe of thy corn, of thy wine, and of thine oil, and the firstlings of thy herds and of thy flocks; that thou mayest learn to fear the LORD thy God always.",0
Deu14_24,Deu," And if the way be too long for thee, so that thou art not able to carry it; [or] if the place be too far from thee, which the LORD thy God shall choose to set his name there, when the LORD thy God hath blessed thee:",1
Deu14_25,Deu," Then shalt thou turn [it] into money, and bind up the money in thine hand, and shalt go unto the place which the LORD thy God shall choose:",1
